event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-09-24 12:09:33 UTC,view,1784819,2144415921169498184,,cameronsino,21.43,1515915625356203891,AnBCeDRHyf
2020-09-24 12:10:10 UTC,view,3661285,2144415927049912542,electronics.video.tv,lg,810.68,1515915625519393259,H1crt6uiLB
2020-09-24 12:10:45 UTC,view,1271563,2144415924491387038,computers.components.motherboard,gigabyte,63.98,1515915625517820138,Cul67hQtz1
2020-09-24 12:10:51 UTC,view,266369,2144415923795132555,,,38.1,1515915625519393511,zOkw37t4EG
2020-09-24 12:10:55 UTC,view,1745481,2144415928769577229,,victorinox,7.79,1515915625519255547,2pekDFtr7p
2020-09-24 12:11:17 UTC,view,589450,2144415925732901052,appliances.kitchen.juicer,,53.9,1515915625361439171,1LAG7CE0bg
2020-09-24 12:11:23 UTC,view,1444773,2144415926445932750,electronics.audio.acoustic,,49.97,1515915625519393172,RxEUEq50CE
2020-09-24 12:11:43 UTC,view,666781,2144415938206761488,,,236.67,1515915625519393739,kyc02rmVeT
2020-09-24 12:12:06 UTC,view,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574486,2gngxS29Ts
2020-09-24 12:12:16 UTC,cart,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574486,2gngxS29Ts
2020-09-24 12:12:24 UTC,view,1355041,2144415934608048556,computers.peripherals.printer,hp,11.22,1515915625519393447,XRpGJqnr1m
2020-09-24 12:12:33 UTC,view,1667761,2144415927049912542,electronics.video.tv,jvc,161.3,1515915625519392873,XF3LeYhSFd
2020-09-24 12:12:41 UTC,view,857015,2144415924021624977,electronics.tablet,,15.4,1515915625517639190,n4E1tlnJ8h
2020-09-24 12:13:03 UTC,cart,1283197,2144415973413749245,computers.peripherals.nas,zyxel,123.79,1515915625519356010,3jFpdbozOd
2020-09-24 12:13:05 UTC,view,315364,2144415924382335131,,,11.08,1515915625507214919,aoKZ49LzpD
2020-09-24 12:14:01 UTC,view,90232,2144415951511094148,,bosch,462.76,1515915625519394709,Kiv3ZwDqp9
2020-09-24 12:14:07 UTC,view,1400817,2144415923107266682,computers.peripherals.printer,hp,494.94,1515915625519394750,GHliqixrsL
2020-09-24 12:14:13 UTC,view,898068,2144415943961346730,,cameronsino,31.43,1515915625519394782,1bHYvNk4X6
2020-09-24 12:14:48 UTC,view,1829859,2144415925011480748,stationery.cartrige,lomond,8.35,1515915625519392599,UBdbsTPcnz
2020-09-24 12:15:03 UTC,view,523117,2144415924491387038,computers.components.motherboard,asrock,73.81,1515915625519334445,HycmCUvnFr
2020-09-24 12:15:06 UTC,purchase,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574486,2gngxS29Ts
2020-09-24 12:15:11 UTC,view,627054,2144415926806642904,computers.components.power_supply,,54.59,1515915625519380411,tdicluNnRY
2020-09-24 12:15:16 UTC,view,1503903,2144415942904382094,,topon,24.76,1515915625519395164,962BnSl5XC
2020-09-24 12:15:29 UTC,view,4060928,2144415927049912542,electronics.video.tv,,89.22,1515915625518130982,3yFCkx2KKW
2020-09-24 12:15:55 UTC,view,659849,2144415923384090754,,swat,31.67,1515915625477830657,Q1sC1ETnQM
2020-09-24 12:16:10 UTC,view,251001,2144415926731145430,computers.components.network_adapter,,29.11,1515915625519395536,5BUvQ0qjV0
2020-09-24 12:16:18 UTC,view,1263516,2144415950991000437,,fubag,75.67,1515915625517759569,U0jPRvGG9t
2020-09-24 12:16:28 UTC,view,4154001,2144415921739923542,,digma,69.21,1515915625519378652,xTwMPf33Eu
2020-09-24 12:16:41 UTC,cart,1263516,2144415950991000437,,fubag,75.67,1515915625517759569,U0jPRvGG9t
2020-09-24 12:16:47 UTC,view,1413341,2144415926966026460,computers.components.cpu,amd,191.52,1515915625518854597,YDZj24sTX9
2020-09-24 12:16:48 UTC,view,933650,2144415922092245087,computers.peripherals.joystick,logitech,283.44,1515915625519395757,EDHeHLEpw6
2020-09-24 12:17:29 UTC,view,908134,2144415927452565738,appliances.sewing_machine,,74.51,1515915625519396026,oGBYWkVs8J
2020-09-24 12:17:51 UTC,view,933650,2144415922092245087,computers.peripherals.joystick,logitech,283.44,1515915625519395757,EDHeHLEpw6
2020-09-24 12:18:01 UTC,view,52708,2144415922016747613,computers.peripherals.wifi,ubiquiti,56.62,1515915625519396211,vKJvJH1Jzg
2020-09-24 12:18:09 UTC,view,4005472,2144415923308593280,electronics.audio.dictaphone,sony,363.71,1515915625481243042,yYQl5RdEo9
2020-09-24 12:18:27 UTC,view,661128,2144415925732901052,appliances.kitchen.juicer,,63.92,1515915625519341967,TTK47Aa942
2020-09-24 12:18:48 UTC,view,1651978,2144415943818740390,appliances.environment.vacuum,topon,28.89,1515915625519396513,QN1QKyFGCp
2020-09-24 12:18:49 UTC,view,4172850,2144415939364389423,electronics.clocks,jet,99.37,1515915625519396525,9OP2SErSdo
2020-09-24 12:19:01 UTC,purchase,4060928,2144415927049912542,electronics.video.tv,,89.22,1515915625518130982,3yFCkx2KKW
2020-09-24 12:19:52 UTC,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625519396912,UYt0G8N1Jf
2020-09-24 12:19:57 UTC,view,139905,2144415926932472027,computers.components.cooler,zalman,17.16,1515915625519380411,tdicluNnRY
2020-09-24 12:20:05 UTC,view,1505227,2144415942904382094,,topon,41.43,1515915625519395164,962BnSl5XC
2020-09-24 12:20:13 UTC,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625519396912,UYt0G8N1Jf
2020-09-24 12:20:25 UTC,view,221094,2144415924684325027,electronics.audio.headphone,sony,26.21,1515915625519397121,mB5qKlRxmk
2020-09-24 12:20:43 UTC,view,860100,2144415938206761488,,ippon,53.35,1515915625519396521,fsNZ9zeoYj
2020-09-24 12:21:02 UTC,view,3573412,2144415922427789416,computers.components.videocards,asus,315.1,1515915625519397357,M9vsLQgCZB
2020-09-24 12:21:08 UTC,view,1354265,2144415935195251132,,smartbuy,10.68,1515915625519397392,sCOqDecaci
2020-09-24 12:21:19 UTC,view,3791538,2144415934348001699,auto.accessories.alarm,scher-khan,83.33,1515915625519397451,XaRzaN6YJA
2020-09-24 12:21:27 UTC,view,788109,2144415922427789416,computers.components.videocards,asus,258.03,1515915625519397521,5Whq7iFuNh
2020-09-24 12:21:45 UTC,view,1263516,2144415950991000437,,fubag,75.67,1515915625517759569,U0jPRvGG9t
2020-09-24 12:22:08 UTC,view,620415,2144415933727244688,computers.peripherals.printer,,78.32,1515915625519397770,4UJmTdH10Q
2020-09-24 12:22:39 UTC,view,4155372,2144415922427789416,computers.components.videocards,asus,514.56,1515915625519397521,5Whq7iFuNh
2020-09-24 12:22:40 UTC,view,1504974,2144415942904382094,,topon,36.35,1515915625519395164,962BnSl5XC
2020-09-24 12:22:49 UTC,view,1271549,2144415924424278172,electronics.audio.acoustic,edifier,405.65,1515915625519398031,hq3JGndGca
2020-09-24 12:23:22 UTC,view,651503,2144415939045622310,,acv,11.19,1515915625518816019,Epu1sHOQsi
2020-09-24 12:23:28 UTC,view,1111627,2144415927578394862,,pioneer,640.49,1515915625512513370,fUIMxTLqJk
2020-09-24 12:23:40 UTC,view,809948,2144415924491387038,computers.components.motherboard,asus,64.48,1515915625519398313,X2dJQNP11C
2020-09-24 12:23:41 UTC,view,1569901,2144415922427789416,computers.components.videocards,dell,391.32,1515915625519397521,5Whq7iFuNh
2020-09-24 12:24:06 UTC,view,1976006,2144415922427789416,computers.components.videocards,gigabyte,317.41,1515915625519397521,5Whq7iFuNh
2020-09-24 12:24:12 UTC,view,3698755,2144415925011480748,stationery.cartrige,lexmark,88.52,1515915625508706879,mTvQNIrzuS
2020-09-24 12:24:22 UTC,view,136700,2144415924491387038,computers.components.motherboard,asrock,77.73,1515915625519398313,X2dJQNP11C
2020-09-24 12:24:25 UTC,view,3830144,2144415923384090754,,silverstone,35.71,1515915625519398625,o2yNzLUa9P
2020-09-24 12:24:26 UTC,view,459699,2144415927158964449,,,17.25,1515915625499033346,VxzYS4AW3M
2020-09-24 12:24:27 UTC,view,665981,2144415925581906105,,bosch,418.6,1515915625519398646,mXsOC80rl9
2020-09-24 12:24:28 UTC,view,4171262,2144415922167742561,computers.components.hdd,,699.67,1515915625519397521,5Whq7iFuNh
2020-09-24 12:24:31 UTC,view,1505265,2144415942904382094,,topon,50.63,1515915625519395164,962BnSl5XC
2020-09-24 12:24:46 UTC,view,1299774,2144415922528452715,electronics.telephone,,106.03,1515915625499582651,GHnkCrWgF5
2020-09-24 12:24:53 UTC,view,632404,2144415934800986545,construction.tools.welding,,250.63,1515915625369253995,fgdqaSn31h
2020-09-24 12:24:53 UTC,view,3760012,2144415922167742561,computers.components.hdd,dell,570.52,1515915625519397521,5Whq7iFuNh
2020-09-24 12:24:58 UTC,view,775032,2144415942703055498,,,134.44,1515915625510965182,OSLlYe38Zj
2020-09-24 12:25:18 UTC,purchase,4060928,2144415927049912542,electronics.video.tv,,89.22,1515915625518130982,3yFCkx2KKW
2020-09-24 12:25:19 UTC,view,3828501,2144415927049912542,electronics.video.tv,bbk,87.16,1515915625519397410,LY6Iz7zjMX
2020-09-24 12:25:30 UTC,view,3687966,2144415943516750494,,,2.86,1515915625518952357,jvMg3zGj3q
2020-09-24 12:25:37 UTC,view,632404,2144415934800986545,construction.tools.welding,,250.63,1515915625369253995,fgdqaSn31h
2020-09-24 12:25:58 UTC,view,1503903,2144415942904382094,,topon,24.76,1515915625519395164,962BnSl5XC
2020-09-24 12:26:02 UTC,view,608119,2144415926370435276,,panasonic,46.67,1515915625455742770,h46vVvKLhT
2020-09-24 12:26:40 UTC,view,1508575,2144415926848585945,,,57.25,1515915625519399474,p6BT1QGxcx
2020-09-24 12:27:03 UTC,view,535561,2144415924323614873,appliances.kitchen.kettle,mystery,47.24,1515915625519399623,8KmqE9U413
2020-09-24 12:27:22 UTC,view,1503903,2144415942904382094,,topon,24.76,1515915625519395164,962BnSl5XC
2020-09-24 12:27:37 UTC,view,455085,2144415938886238754,furniture.living_room.shelving,,20.16,1515915625519364956,qZ63KneqiR
2020-09-24 12:27:39 UTC,cart,888783,2144415922167742561,computers.components.hdd,,83.02,1515915625519356010,3jFpdbozOd
2020-09-24 12:27:41 UTC,view,668723,2144415921739923542,,,209.7,1515915625519399620,K6xV6eWAS4
2020-09-24 12:28:08 UTC,view,1529244,2144415938164818447,,delta,63.19,1515915625469154910,WwNeJMzCPf
2020-09-24 12:28:19 UTC,view,1282404,2144415922528452715,electronics.telephone,,31.11,1515915625519387184,1PFWuOwv89
2020-09-24 12:28:59 UTC,view,1452884,2144415923107266682,computers.peripherals.printer,canon,159.1,1515915625519400385,6h1Nl0MmKo
2020-09-24 12:29:00 UTC,view,631148,2144415922167742561,computers.components.hdd,dell,354.54,1515915625519400393,AC8V1zlo2X
2020-09-24 12:29:17 UTC,view,1821803,2144415922528452715,electronics.telephone,sirius,30.48,1515915625519399850,jg7PxymyBu
2020-09-24 12:29:34 UTC,view,4078544,2144415929163841816,,kelli,20.48,1515915625517098009,BZFVjqpZPY
2020-09-24 12:29:49 UTC,purchase,1283197,2144415973413749245,computers.peripherals.nas,zyxel,123.79,1515915625519356010,3jFpdbozOd
2020-09-24 12:29:49 UTC,purchase,888783,2144415922167742561,computers.components.hdd,,83.02,1515915625519356010,3jFpdbozOd
2020-09-24 12:30:09 UTC,view,3829364,2144415922528452715,electronics.telephone,,20.48,1515915625519399850,jg7PxymyBu
2020-09-24 12:30:44 UTC,view,1821803,2144415922528452715,electronics.telephone,sirius,30.48,1515915625519399850,jg7PxymyBu
2020-09-24 12:30:50 UTC,view,307028,2144415928618582281,,,11.11,1515915625519400699,xaKnPW69s4
2020-09-24 12:31:00 UTC,view,484960,2144415928618582281,,buro,12.1,1515915625519400699,xaKnPW69s4
2020-09-24 12:31:16 UTC,view,293634,2144415928148820220,,hama,13.46,1515915625519401172,5HpXMbBDTl
2020-09-24 12:31:19 UTC,view,1821803,2144415922528452715,electronics.telephone,sirius,30.48,1515915625519399850,jg7PxymyBu
2020-09-24 12:31:32 UTC,view,672152,2144415922201296994,,,12.21,1515915625519401281,FnNWnn1OvR
2020-09-24 12:32:01 UTC,view,4079248,2144415922528452715,electronics.telephone,,71.75,1515915625519397018,br3H747Q1M
2020-09-24 12:32:07 UTC,view,778109,2144415945681011417,,,104.62,1515915625519401420,FD2yBHUBoP
2020-09-24 12:32:29 UTC,view,898695,2144415948222759717,computers.peripherals.mouse,,85.78,1515915625519401685,7OIXUHRZr5
2020-09-24 12:33:10 UTC,view,622342,2144415923107266682,computers.peripherals.printer,hp,36.67,1515915625519401790,WD1wDRoINZ
2020-09-24 12:33:16 UTC,view,911745,2144415945681011417,,,101.06,1515915625519401420,FD2yBHUBoP
2020-09-24 12:33:56 UTC,view,810308,2144415921169498184,,,21.9,1515915625519401724,PNuwPYPkyX
2020-09-24 12:34:03 UTC,view,743702,2144415929692324135,construction.tools.screw,,6.08,1515915625506250144,cb34ecf3-035d-4fa8-ba94-06ec8a78a25a
2020-09-24 12:34:37 UTC,view,462241,2144415923107266682,computers.peripherals.printer,brother,224.76,1515915625519402422,eWfcSRHJsj
2020-09-24 12:34:39 UTC,view,667184,2144415945681011417,,,77.83,1515915625519401420,FD2yBHUBoP
2020-09-24 12:34:48 UTC,view,399377,2144415924382335131,,brand-rex,14.79,1515915625387787258,BJz40irmKW
2020-09-24 12:34:50 UTC,view,1848999,2144415922939494519,,braun,66.03,1515915625518960875,80WFrRW2Jx
2020-09-24 12:34:52 UTC,view,857303,2144415921169498184,,,13.79,1515915625519401724,PNuwPYPkyX
2020-09-24 12:35:03 UTC,view,3828335,2144415927049912542,electronics.video.tv,hyundai,793.49,1515915625519402340,GYZFCKUcsB
2020-09-24 12:35:23 UTC,view,3828247,2144415933727244688,computers.peripherals.printer,hp,107.94,1515915625519402694,DoxHgNgGcF
2020-09-24 12:36:03 UTC,view,2001973,2144415926622093523,construction.tools.pump,,137.62,1515915625519402061,ZHPlNxQEsu
2020-09-24 12:36:16 UTC,view,3830296,2144415934608048556,computers.peripherals.printer,content,13.89,1515915625519402937,tgXB9CFQQW
2020-09-24 12:36:19 UTC,view,3830296,2144415934608048556,computers.peripherals.printer,content,13.89,1515915625519403099,hOTzTiWHvR
2020-09-24 12:36:46 UTC,view,225066,2144415921169498184,,,12.06,1515915625519401724,PNuwPYPkyX
2020-09-24 12:36:58 UTC,view,622342,2144415923107266682,computers.peripherals.printer,hp,36.67,1515915625519401086,0dljz91LMx
2020-09-24 12:37:09 UTC,view,665981,2144415925581906105,,bosch,418.6,1515915625519403384,wzmGYFwyw2
2020-09-24 12:37:32 UTC,view,139268,2144415926932472027,computers.components.cooler,deepcool,11.86,1515915625519403527,jEw88TGY4L
2020-09-24 12:37:34 UTC,view,335772,2144415921169498184,,,13.97,1515915625519401724,PNuwPYPkyX
2020-09-24 12:37:38 UTC,view,1033862,2144415921001726020,,sandisk,18.25,1515915625519401724,PNuwPYPkyX
2020-09-24 12:38:33 UTC,view,3828725,2144415922587172973,electronics.telephone,samsung,36.05,1515915625504921591,1a875788-1cfc-4ae1-af0a-c9791069c78f
2020-09-24 12:38:37 UTC,view,1674454,2144415922528452715,electronics.telephone,,11.86,1515915625519401159,v1oSQvC6hH
2020-09-24 12:38:52 UTC,cart,1674454,2144415922528452715,electronics.telephone,,11.86,1515915625519401159,v1oSQvC6hH
2020-09-24 12:38:56 UTC,view,3648602,2144415922167742561,computers.components.hdd,seagate,109.62,1515915625519403923,jDbfXhPf3H
2020-09-24 12:39:14 UTC,view,122283,2144415948222759717,computers.peripherals.mouse,logitech,33.14,1515915625519404146,i827kNHwbP
2020-09-24 12:39:40 UTC,purchase,1674454,2144415922528452715,electronics.telephone,,11.86,1515915625519401159,v1oSQvC6hH
2020-09-24 12:39:45 UTC,view,852889,2144415942904382094,,pitatel,36.51,1515915625519403334,C9bvtyljW8
2020-09-24 12:40:10 UTC,view,194044,2144415927452565738,appliances.sewing_machine,janome,324.16,1515915625519404463,wwdI7ZP3jS
2020-09-24 12:40:16 UTC,view,194044,2144415927452565738,appliances.sewing_machine,janome,324.16,1515915625519404463,dSUrxftQCk
2020-09-24 12:40:23 UTC,view,811491,2144415926370435276,,ritmix,33.32,1515915625519404320,SCjt0Xxrrk
2020-09-24 12:40:51 UTC,view,1248269,2144415922234851427,,greenconnect,30.9,1515915625519404721,l4XqMlfyDd
2020-09-24 12:41:04 UTC,view,778109,2144415945681011417,,,104.62,1515915625519401420,0KsXeqFCMT
2020-09-24 12:41:09 UTC,view,911745,2144415945681011417,,,101.06,1515915625519401420,0KsXeqFCMT
2020-09-24 12:41:18 UTC,view,667184,2144415945681011417,,,77.83,1515915625519401420,0KsXeqFCMT
2020-09-24 12:41:29 UTC,view,456165,2144415939205005866,auto.accessories.window,,62.7,1515915625519404962,pJ7FSd22N3
2020-09-24 12:41:38 UTC,view,1549925,2144415927049912542,electronics.video.tv,lg,380.65,1515915625519404866,O6iocvsWvy
2020-09-24 12:41:42 UTC,view,810340,2144415935950225874,electronics.telephone,sirius,9.44,1515915625519404934,Vpycg2ileT
2020-09-24 12:43:21 UTC,purchase,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574486,2gngxS29Ts
2020-09-24 12:43:31 UTC,view,470796,2144415941352489571,electronics.tablet,,15.87,1515915625519405727,UC6BiOYzqU
2020-09-24 12:43:41 UTC,view,4047111,2144415921815421016,,samsung,21.63,1515915625470995608,01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:44:04 UTC,view,4047109,2144415921815421016,,samsung,33.08,1515915625470995608,01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:44:28 UTC,cart,4047109,2144415921815421016,,samsung,33.08,1515915625470995608,01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:45:03 UTC,view,1633763,2144415923207929981,auto.accessories.player,pioneer,127.48,1515915625519405941,vA2k1StxxD
2020-09-24 12:45:04 UTC,view,176978,2144415924617216161,,d-link,60.92,1515915625519405956,4kYeCWmxGW
2020-09-24 12:45:25 UTC,view,665981,2144415925581906105,,bosch,418.6,1515915625358841505,zeKerr8sdd
2020-09-24 12:45:35 UTC,view,1299718,2144415933727244688,computers.peripherals.printer,hi-black,30.4,1515915625519406411,dDJCZSLubM
2020-09-24 12:45:38 UTC,view,741173,2144415923207929981,auto.accessories.player,pioneer,158.57,1515915625519405941,vA2k1StxxD
2020-09-24 12:46:05 UTC,view,802233,2144415923577028742,computers.peripherals.mouse,,15.9,1515915625519406697,SyreOvqXol
2020-09-24 12:46:15 UTC,view,3506322,2144415927284793573,computers.components.tv_tuner,perfeo,19.49,1515915625519406764,Wi5ldgNNvi
2020-09-24 12:46:40 UTC,view,3556336,2144415939783819835,kids.skates,koowheel,432.44,1515915625519406935,nWHPzbPI9q
2020-09-24 12:47:09 UTC,view,175949,2144415922981437560,computers.peripherals.vr,palmexx,36.03,1515915625519406565,jJKFk9SM9Q
2020-09-24 12:48:01 UTC,view,3791905,2144415925196030129,electronics.telephone,alcatel,120.76,1515915625519344933,Mf09pFfuyO
2020-09-24 12:48:08 UTC,view,3698752,2144415925011480748,stationery.cartrige,lexmark,52.05,1515915625519407136,yuz2aAsWUw
2020-09-24 12:48:11 UTC,purchase,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574581,qkZG0pW1kp
2020-09-24 12:48:14 UTC,view,4156050,2144415952459006878,,favourite,30.89,1515915625499383444,wNF3kSbxhS
2020-09-24 12:48:20 UTC,view,3537000,2144415952459006878,,p.i.t.,37.35,1515915625499383444,wNF3kSbxhS
2020-09-24 12:48:27 UTC,purchase,822426,2144415922360680550,computers.peripherals.camera,logitech,123.35,1515915625513574486,2gngxS29Ts
2020-09-24 12:48:31 UTC,view,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625519407618,JB3Sy5LCfb
